1	1	151	LE
1	1	200	G
1	1	282	FU
1	1	99	FU
1	1	289	G
2	1	255	YR
2	1	275	TI
2	1	146	AA
2	1	107	IO
2	1	318	*
3	1	210	UA
3	1	201	DZ
3	1	318	DZ
3	1	285	EL
3	1	218	IG
4	1	6	TU
4	1	326	KA
4	1	241	SA
4	1	94	SI
4	1	295	XK
5	1	294	9
5	1	73	6
5	1	45	7
5	1	263	8
5	1	26	7
6	1	84	HP
6	1	308	SI
6	1	258	*
6	1	90	HE
6	1	146	HM
7	1	302	N
7	1	279	TL
7	1	109	TL
7	1	192	T
7	1	169	TA
8	1	5	T
8	1	151	KI
8	1	98	AM
8	1	68	AM
8	1	224	KW
9	1	209	TS
9	1	228	GR
9	1	305	KR
9	1	189	KA
9	1	10	TS
10	1	314	MQ
10	1	39	MO
10	1	213	CO
10	1	142	MQ
10	1	188	NN
11	1	312	T
11	1	255	T
11	1	1	N
11	1	269	H
11	1	330	A
12	1	246	G
12	1	256	BU
12	1	129	F
12	1	314	F
12	1	214	H
13	1	130	WL
13	1	46	TK
13	1	299	TI
13	1	14	KA
13	1	252	TU
14	1	101	GW
14	1	91	L
14	1	15	S
14	1	23	DO
14	1	2	E
15	1	302	BR
15	1	270	KS
15	1	272	BR
15	1	97	K
15	1	185	KS
16	1	174	W
16	1	95	K
16	1	293	G
16	1	198	Q
16	1	1	I
17	1	319	CR
17	1	27	CR
17	1	22	*
17	1	204	CA
17	1	83	MR
18	1	87	CH
18	1	78	*
18	1	166	SA
18	1	193	NN
18	1	269	PA
19	1	263	CL
19	1	201	PI
19	1	260	N
19	1	255	SP
19	1	263	PL
20	1	58	P
20	1	238	K
20	1	299	K
20	1	203	V
20	1	250	T
21	1	255	A
21	1	275	JA
21	1	283	CH
21	1	28	*
21	1	107	PJ
22	1	16	*
22	1	90	CH
22	1	295	CF
22	1	227	PA
22	1	311	YA
23	1	97	T
23	1	312	C
23	1	263	J
23	1	294	J
23	1	5	*
24	1	323	V
24	1	181	AM
24	1	278	AM
24	1	42	Y
24	1	8	C
25	1	286	S
25	1	150	*
25	1	273	A
25	1	18	R
25	1	150	*
26	1	160	JG
26	1	171	CA
26	1	4	GJ
26	1	281	RA
26	1	231	MC
27	1	132	SI
27	1	297	NM
27	1	21	NN
27	1	59	NX
27	1	215	RR
28	1	294	*
28	1	128	TF
28	1	58	ES
28	1	9	KF
28	1	146	TF
29	1	242	*
29	1	27	T
29	1	265	I
29	1	131	CU
29	1	151	C
30	1	192	LU
30	1	245	LU
30	1	154	OS
30	1	18	PA
30	1	268	OS
31	1	65	MU
31	1	23	PO
31	1	112	MU
31	1	227	WI
31	1	176	PO
32	1	190	NN
32	1	92	NY
32	1	181	MH
32	1	198	SZ
32	1	155	JI
33	1	213	H
33	1	68	*
33	1	296	H
33	1	14	H
33	1	129	O
34	1	272	A
34	1	90	P
34	1	75	B
34	1	66	A
34	1	314	*
35	1	102	E
35	1	29	T
35	1	234	T
35	1	168	T
35	1	252	E
36	1	4	EA
36	1	275	EO
36	1	112	*
36	1	4	EA
36	1	7	O
37	1	159	*
37	1	226	TA
37	1	285	HU
37	1	34	TA
37	1	18	HE
38	1	83	BE
38	1	34	GR
38	1	263	FU
38	1	247	GU
38	1	129	BA
39	1	10	RJ
39	1	232	TU
39	1	15	RO
39	1	15	RO
39	1	72	RJ
40	1	258	U
40	1	113	Y
40	1	90	PI
40	1	116	O
40	1	130	CA
41	1	165	SU
41	1	155	CO
41	1	240	HU
41	1	56	ST
41	1	249	MO
42	1	194	DA
42	1	24	D
42	1	131	MO
42	1	9	OR
42	1	56	DM
43	1	253	BF
43	1	155	TS
43	1	310	FD
43	1	278	DB
43	1	227	GG
44	1	229	HX
44	1	9	BE
44	1	111	KA
44	1	52	BD
44	1	97	SZ
45	1	227	TSO
45	1	154	T
45	1	227	T
45	1	254	Y
45	1	273	I
46	1	216	CF
46	1	112	NC
46	1	61	NC
46	1	237	CH
46	1	295	CF
47	1	118	KL
47	1	190	KL
47	1	15	LL
47	1	182	MH
47	1	24	HI
48	1	146	ML
48	1	140	PI
48	1	123	BU
48	1	99	BE
48	1	190	MG
49	1	201	PR
49	1	292	SU
49	1	239	SU
49	1	95	SI
49	1	58	WA
50	1	35	J
50	1	127	E
50	1	155	JO
50	1	274	P
50	1	24	JA
51	1	50	B
51	1	231	YO
51	1	150	AY
51	1	71	JI
51	1	79	NK
52	1	227	HA
52	1	290	TP
52	1	69	YA
52	1	223	FN
52	1	259	KN
53	1	62	O
53	1	192	I
53	1	208	O
53	1	88	I
53	1	300	K
54	1	70	UN
54	1	105	KU
54	1	154	BU
54	1	249	DS
54	1	10	WI
55	1	94	K
55	1	114	J
55	1	106	G
55	1	307	N
55	1	56	G
56	1	273	CD
56	1	18	BA
56	1	150	WW
56	1	91	WE
56	1	227	*
57	1	267	B
57	1	87	DB
57	1	84	*
57	1	285	K
57	1	244	GR
58	1	2	M
58	1	204	J
58	1	183	W
58	1	2	M
58	1	299	W
